category	day_of_week	description	incident_num	latitude	longitude	date	resolution
BURGLARY	Sunday	BURGLARY OF RESIDENCE, FORCIBLE ENTRY	160258169	37.755573041962	-122.423107153531	2016-03-28T03:45:00Z	NONE
NON-CRIMINAL	Tuesday	FOUND PROPERTY	160258777	37.7741331732778	-122.42579655143	2016-03-23T02:00:00Z	NONE
WARRANTS	Tuesday	ENROUTE TO OUTSIDE JURISDICTION	160259054	37.7564864109309	-122.406539115148	2016-03-29T19:52:00Z	ARREST, BOOKED
LARCENY/THEFT	Sunday	GRAND THEFT BICYCLE	160258169	37.755573041962	-122.423107153531	2016-03-28T03:45:00Z	NONE
DRUG/NARCOTIC	Tuesday	POSSESSION OF MARIJUANA	160258175	37.7352172280077	-122.390689582557	2016-03-29T15:30:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Tuesday	POSSESSION OF MARIJUANA FOR SALES	160258175	37.7352172280077	-122.390689582557	2016-03-29T15:30:00Z	ARREST, BOOKED
FRAUD	Tuesday	CREDIT CARD, THEFT BY USE OF	160258216	37.7506222740155	-122.494423638942	2016-03-29T09:30:00Z	NONE
NON-CRIMINAL	Monday	FOUND PROPERTY	160258222	37.7922774162948	-122.39917586354	2016-03-29T06:41:00Z	NONE
NON-CRIMINAL	Tuesday	FOUND PROPERTY	160258238	37.729470986758	-122.454890703071	2016-03-29T13:30:00Z	NONE
VEHICLE THEFT	Monday	STOLEN AUTOMOBILE	160258244	37.7384053351443	-122.395382931364	2016-03-29T02:00:00Z	NONE
NON-CRIMINAL	Thursday	LOST PROPERTY	160258250	37.7523480798794	-122.436483799725	2016-03-25T02:00:00Z	NONE
LARCENY/THEFT	Sunday	PETTY THEFT FROM LOCKED AUTO	160258266	37.8034405774512	-122.446116941182	2016-03-27T10:15:00Z	NONE
OTHER OFFENSES	Monday	LOST/STOLEN LICENSE PLATE	160258272	37.7330708173682	-122.385001533619	2016-03-29T03:00:00Z	NONE
NON-CRIMINAL	Tuesday	AIDED CASE -PROPERTY FOR DESTRUCTION	160258288	37.7541708897983	-122.444802279995	2016-03-29T16:00:00Z	NONE
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION ARREST	160258294	37.7316566613859	-122.445471500181	2016-03-29T15:49:00Z	ARREST, BOOKED
OTHER OFFENSES	Tuesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160258294	37.7316566613859	-122.445471500181	2016-03-29T15:49:00Z	ARREST, BOOKED
NON-CRIMINAL	Tuesday	FOUND PROPERTY	160258307	37.7174621854572	-122.397399783022	2016-03-29T16:15:00Z	NONE
OTHER OFFENSES	Tuesday	MISCELLANEOUS INVESTIGATION	160258313	37.7871160984672	-122.403919148357	2016-03-29T16:01:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM PERSON	160258329	37.7857602954934	-122.409523740653	2016-03-29T14:20:00Z	NONE
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION ARREST	160258335	37.781446350134	-122.417146843836	2016-03-29T15:40:00Z	ARREST, BOOKED
WEAPON LAWS	Tuesday	POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN	160258341	37.7312962281442	-122.380133847121	2016-03-29T15:57:00Z	ARREST, BOOKED
ASSAULT	Tuesday	INFLICT INJURY ON COHABITEE	160258341	37.7312962281442	-122.380133847121	2016-03-29T15:57:00Z	ARREST, BOOKED
VEHICLE THEFT	Monday	STOLEN AND RECOVERED VEHICLE	160258357	37.7531579396935	-122.429809234073	2016-03-29T01:00:00Z	NONE
VEHICLE THEFT	Monday	STOLEN AUTOMOBILE	160258357	37.7531579396935	-122.429809234073	2016-03-29T01:00:00Z	NONE
DRUG/NARCOTIC	Tuesday	POSSESSION OF MARIJUANA	160258363	37.7344291807899	-122.390965298144	2016-03-29T16:40:00Z	ARREST, BOOKED
FRAUD	Friday	FRAUDULENT USE OF AUTOMATED TELLER CARD	160229762	37.7841893501425	-122.407633520742	2016-03-19T01:45:00Z	NONE
NON-CRIMINAL	Wednesday	LOST PROPERTY	160229778	37.7516863165838	-122.434194436175	2016-03-17T01:00:00Z	NONE
DRUG/NARCOTIC	Tuesday	POSSESSION OF MARIJUANA FOR SALES	160258363	37.7344291807899	-122.390965298144	2016-03-29T16:40:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Tuesday	SALE OF MARIJUANA	160258363	37.7344291807899	-122.390965298144	2016-03-29T16:40:00Z	ARREST, BOOKED
VEHICLE THEFT	Monday	STOLEN AUTOMOBILE	160258379	37.7640168580104	-122.495362501715	2016-03-29T05:00:00Z	NONE
LARCENY/THEFT	Tuesday	PETTY THEFT FROM A BUILDING	160258385	37.786137125238	-122.419858277339	2016-03-29T15:00:00Z	NONE
NON-CRIMINAL	Tuesday	AIDED CASE -PROPERTY FOR DESTRUCTION	160258391	37.7653845336286	-122.446916939832	2016-03-29T16:45:00Z	NONE
TRESPASS	Tuesday	TRESPASSING	160258404	37.8096707013239	-122.365565425353	2016-03-29T14:00:00Z	NONE
VANDALISM	Monday	MALICIOUS MISCHIEF, VANDALISM	160258410	37.74455533242	-122.482792936296	2016-03-29T03:00:00Z	NONE
ASSAULT	Tuesday	BATTERY	160258432	37.7800745746334	-122.420250482603	2016-03-29T16:30:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160258448	37.7830295716044	-122.431046366089	2016-03-29T15:00:00Z	NONE
VEHICLE THEFT	Monday	STOLEN MOTORCYCLE	160258454	37.7543474192368	-122.423214612235	2016-03-29T04:00:00Z	NONE
LARCENY/THEFT	Thursday	GRAND THEFT FROM A BUILDING	160258460	37.7887480806774	-122.419486234049	2016-03-24T22:15:00Z	NONE
NON-CRIMINAL	Tuesday	AIDED CASE, MENTAL DISTURBED	160258476	37.7647728467304	-122.470728986084	2016-03-29T16:00:00Z	NONE
DRUG/NARCOTIC	Tuesday	POSSESSION OF NARCOTICS PARAPHERNALIA	160258482	37.787318412595	-122.412369268976	2016-03-29T16:42:00Z	ARREST, BOOKED
ASSAULT	Tuesday	THREAT OR FORCE TO RESIST EXECUTIVE OFFICER	160258482	37.787318412595	-122.412369268976	2016-03-29T16:42:00Z	ARREST, BOOKED
WARRANTS	Tuesday	WARRANT ARREST	160258482	37.787318412595	-122.412369268976	2016-03-29T16:42:00Z	ARREST, BOOKED
VANDALISM	Tuesday	MALICIOUS MISCHIEF, VANDALISM	160258567	37.7577060629957	-122.403442888647	2016-03-29T07:01:00Z	NONE
LARCENY/THEFT	Tuesday	PETTY THEFT FROM A BUILDING	160258573	37.786137125238	-122.419858277339	2016-03-29T14:30:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT PICKPOCKET	160258589	37.7928236509312	-122.397034190089	2016-03-28T18:20:00Z	NONE
FRAUD	Monday	CREDIT CARD, THEFT BY USE OF	160258589	37.7928236509312	-122.397034190089	2016-03-28T18:20:00Z	NONE
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION	160258608	37.789434763004	-122.406958660602	2016-03-29T17:33:00Z	ARREST, BOOKED
VEHICLE THEFT	Monday	STOLEN AUTOMOBILE	160258614	37.7645842668074	-122.464134386429	2016-03-29T05:00:00Z	NONE
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION ARREST	160258642	37.7300331713596	-122.461057166621	2016-03-29T17:35:00Z	ARREST, BOOKED
OTHER OFFENSES	Tuesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160258642	37.7300331713596	-122.461057166621	2016-03-29T17:35:00Z	ARREST, BOOKED
BURGLARY	Monday	BURGLARY OF STORE, UNLAWFUL ENTRY	160258664	37.7681265516795	-122.423331891395	2016-03-28T21:00:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT BICYCLE	160258664	37.7681265516795	-122.423331891395	2016-03-28T21:00:00Z	NONE
FORGERY/COUNTERFEITING	Monday	FORGERY, POSSESSION DRIVERS LICENSE OR ID-CARD	160258664	37.7681265516795	-122.423331891395	2016-03-28T21:00:00Z	NONE
ASSAULT	Monday	THREATS AGAINST LIFE	160258670	37.786277459166	-122.412999075009	2016-03-21T22:00:00Z	NONE
VANDALISM	Tuesday	MALICIOUS MISCHIEF, BREAKING WINDOWS	160258686	37.7281117689395	-122.372712355944	2016-03-29T16:30:00Z	NONE
NON-CRIMINAL	Tuesday	AIDED CASE, MENTAL DISTURBED	160258692	37.7675325594031	-122.410600103463	2016-03-29T17:52:00Z	NONE
DRUG/NARCOTIC	Tuesday	POSSESSION OF MARIJUANA	160258705	37.7340152180723	-122.390971734551	2016-03-29T18:11:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Tuesday	POSSESSION OF MARIJUANA FOR SALES	160258705	37.7340152180723	-122.390971734551	2016-03-29T18:11:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Tuesday	SALE OF MARIJUANA	160258705	37.7340152180723	-122.390971734551	2016-03-29T18:11:00Z	ARREST, BOOKED
NON-CRIMINAL	Tuesday	AIDED CASE -PROPERTY FOR DESTRUCTION	160258711	37.7669067689539	-122.389969598767	2016-03-29T18:30:00Z	NONE
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION	160258749	37.7878903550851	-122.401045229133	2016-03-29T18:29:00Z	ARREST, BOOKED
NON-CRIMINAL	Tuesday	CIVIL SIDEWALKS, CITATION	160258755	37.7617597243598	-122.435150099812	2016-03-29T18:37:00Z	ARREST, BOOKED
VEHICLE THEFT	Monday	STOLEN AUTOMOBILE	160258761	37.7869957153902	-122.449320282503	2016-03-29T05:00:00Z	NONE
ASSAULT	Wednesday	BATTERY WITH SERIOUS INJURIES	160258783	37.7828276498838	-122.409708423721	2016-03-24T05:45:00Z	NONE
OTHER OFFENSES	Thursday	LOST/STOLEN LICENSE PLATE	160258824	37.7261333176324	-122.437443869361	2016-03-18T02:00:00Z	NONE
DRUG/NARCOTIC	Tuesday	POSSESSION OF HEROIN	160258830	37.7816542806076	-122.415508242782	2016-03-29T17:05:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Tuesday	LOITERING WHERE NARCOTICS ARE SOLD/USED	160258830	37.7816542806076	-122.415508242782	2016-03-29T17:05:00Z	ARREST, BOOKED
ROBBERY	Tuesday	ROBBERY ON THE STREET, STRONGARM	160258852	37.7120920675614	-122.4208910342	2016-03-29T17:45:00Z	NONE
OTHER OFFENSES	Tuesday	STAY AWAY ORDER VIOLATION, DV RELATED	160258852	37.7120920675614	-122.4208910342	2016-03-29T17:45:00Z	NONE
SECONDARY CODES	Tuesday	DOMESTIC VIOLENCE	160258852	37.7120920675614	-122.4208910342	2016-03-29T17:45:00Z	NONE
ASSAULT	Tuesday	BATTERY	160258868	37.78764305018	-122.403434086745	2016-03-29T18:48:00Z	NONE
NON-CRIMINAL	Tuesday	AIDED CASE, MENTAL DISTURBED	160258868	37.78764305018	-122.403434086745	2016-03-29T18:48:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160258880	37.7660604768452	-122.47736353874	2016-03-22T17:30:00Z	NONE
NON-CRIMINAL	Sunday	LOST PROPERTY	160258896	37.7589148884581	-122.421380986073	2016-03-27T20:00:00Z	NONE
VANDALISM	Tuesday	MALICIOUS MISCHIEF, BREAKING WINDOWS	160258909	37.7871160984672	-122.403919148357	2016-03-29T11:00:00Z	NONE
OTHER OFFENSES	Tuesday	CRUELTY TO ANIMALS	160258937	37.7530186537446	-122.418587172219	2016-03-29T18:47:00Z	NONE
ASSAULT	Tuesday	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP	160258943	37.7811340568243	-122.409011206639	2016-03-29T18:27:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM PERSON	160258943	37.7811340568243	-122.409011206639	2016-03-29T18:27:00Z	NONE
FRAUD	Tuesday	CREDIT CARD, THEFT BY USE OF	160258943	37.7811340568243	-122.409011206639	2016-03-29T18:27:00Z	NONE
VEHICLE THEFT	Monday	STOLEN AUTOMOBILE	160258959	37.713644046432	-122.455988174989	2016-03-28T21:00:00Z	NONE
LARCENY/THEFT	Tuesday	PETTY THEFT FROM LOCKED AUTO	160258993	37.7805345385278	-122.408162953857	2016-03-29T09:00:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM PERSON	160259004	37.7868849113107	-122.408201657254	2016-03-29T19:25:00Z	NONE
BURGLARY	Monday	BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY	160259026	37.7424158420824	-122.440395951187	2016-03-29T01:00:00Z	NONE
SUSPICIOUS OCC	Tuesday	INVESTIGATIVE DETENTION	160259032	37.7381241838166	-122.381560759474	2016-03-29T19:39:00Z	NONE
DRUG/NARCOTIC	Tuesday	POSSESSION OF MARIJUANA FOR SALES	160259048	37.7345993533477	-122.390346724675	2016-03-29T20:00:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Tuesday	SALE OF MARIJUANA	160259048	37.7345993533477	-122.390346724675	2016-03-29T20:00:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Tuesday	POSSESSION OF HEROIN FOR SALES	160259048	37.7345993533477	-122.390346724675	2016-03-29T20:00:00Z	ARREST, BOOKED
OTHER OFFENSES	Thursday	LOST/STOLEN LICENSE PLATE	160259060	37.7599448549562	-122.407931898254	2016-03-10T22:00:00Z	NONE
VEHICLE THEFT	Saturday	STOLEN AUTOMOBILE	160259076	37.7921233434727	-122.405800540862	2016-03-27T01:30:00Z	NONE
BURGLARY	Monday	BURGLARY, HOT PROWL, UNLAWFUL ENTRY	160259082	37.7639167675035	-122.490117879527	2016-03-28T23:00:00Z	NONE
VEHICLE THEFT	Monday	STOLEN AUTOMOBILE	160259082	37.7639167675035	-122.490117879527	2016-03-28T23:00:00Z	NONE
BURGLARY	Thursday	BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY	160259098	37.7782216875564	-122.409596324334	2016-03-18T01:00:00Z	NONE
LARCENY/THEFT	Tuesday	PETTY THEFT SHOPLIFTING	160259101	37.7835699386918	-122.408421116922	2016-03-29T17:50:00Z	ARREST, BOOKED
MISSING PERSON	Saturday	FOUND PERSON	160259361	37.7294990859712	-122.379424889828	2016-03-26T08:00:00Z	NONE
MISSING PERSON	Sunday	MISSING ADULT	160259628	37.7585641691709	-122.406725329529	2016-03-27T07:01:00Z	NONE
MISSING PERSON	Tuesday	FOUND PERSON	160259844	37.7108945814914	-122.420556751442	2016-03-29T21:00:00Z	NONE
BURGLARY	Monday	BURGLARY, UNLAWFUL ENTRY	160259173	37.788326891872	-122.437956067718	2016-03-28T22:30:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT BICYCLE	160259173	37.788326891872	-122.437956067718	2016-03-28T22:30:00Z	NONE
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION ARREST	160259189	37.7567291017569	-122.410379498133	2016-03-29T20:03:00Z	ARREST, BOOKED
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION	160259189	37.7567291017569	-122.410379498133	2016-03-29T20:03:00Z	ARREST, BOOKED
NON-CRIMINAL	Sunday	AIDED CASE, DOG BITE	160259195	37.7666392119801	-122.419482580093	2016-03-27T18:00:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM UNLOCKED AUTO	160259208	37.8064639254287	-122.406378068054	2016-03-29T15:00:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160259208	37.8064639254287	-122.406378068054	2016-03-29T15:00:00Z	NONE
OTHER OFFENSES	Tuesday	EVADING A POLICE OFFICER RECKLESSLY	160259214	37.7292804432175	-122.392625489263	2016-03-29T20:44:00Z	NONE
ASSAULT	Tuesday	BATTERY	160259220	37.8057739875696	-122.412803753	2016-03-29T20:28:00Z	NONE
NON-CRIMINAL	Tuesday	AIDED CASE, MENTAL DISTURBED	160259220	37.8057739875696	-122.412803753	2016-03-29T20:28:00Z	NONE
VANDALISM	Tuesday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160259236	37.7257022502671	-122.436391158682	2016-03-29T20:00:00Z	ARREST, BOOKED
ASSAULT	Tuesday	BATTERY	160259242	37.7911776792224	-122.400748631911	2016-03-29T20:31:00Z	NONE
OTHER OFFENSES	Tuesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160259264	37.7796074168325	-122.502971843538	2016-03-29T20:50:00Z	ARREST, BOOKED
LARCENY/THEFT	Tuesday	PETTY THEFT FROM LOCKED AUTO	160259292	37.8064639254287	-122.406378068054	2016-03-29T14:30:00Z	NONE
WEAPON LAWS	Tuesday	AMMUNITION, POSS. BY PROHIBITED PERSON	160259311	37.7297692117678	-122.37337604924	2016-03-29T20:55:00Z	NONE
NON-CRIMINAL	Tuesday	SEARCH WARRANT SERVICE	160259311	37.7297692117678	-122.37337604924	2016-03-29T20:55:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT FROM LOCKED AUTO	160259327	37.7689873298733	-122.399876385379	2016-03-29T00:30:00Z	NONE
MISSING PERSON	Wednesday	MISSING ADULT	160259333	37.7985083480435	-122.409791662293	2016-03-10T04:30:00Z	NONE
LARCENY/THEFT	Tuesday	PETTY THEFT SHOPLIFTING	160259349	37.7865647607685	-122.407244087032	2016-03-29T19:30:00Z	ARREST, BOOKED
ASSAULT	Tuesday	BATTERY	160259355	37.7943634859292	-122.423310664521	2016-03-29T20:25:00Z	NONE
VANDALISM	Tuesday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160259355	37.7943634859292	-122.423310664521	2016-03-29T20:25:00Z	NONE
RUNAWAY	Saturday	RUNAWAY	160259361	37.7294990859712	-122.379424889828	2016-03-26T08:00:00Z	NONE
NON-CRIMINAL	Monday	LOST PROPERTY	160259377	37.7830295716044	-122.431046366089	2016-03-28T18:30:00Z	NONE
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION	160259383	37.7838226942199	-122.421011927709	2016-03-29T21:13:00Z	ARREST, BOOKED
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160259399	37.7756938836734	-122.421054311722	2016-03-29T15:00:00Z	NONE
ASSAULT	Tuesday	BATTERY	160259402	37.7800247331065	-122.436274979481	2016-03-29T20:55:00Z	NONE
ASSAULT	Tuesday	FALSE IMPRISONMENT	160259418	37.760977839555	-122.419981097029	2016-03-29T16:00:00Z	NONE
ASSAULT	Tuesday	INFLICT INJURY ON COHABITEE	160259418	37.760977839555	-122.419981097029	2016-03-29T16:00:00Z	NONE
OTHER OFFENSES	Tuesday	INJURY TO TELEGRAPH/TELEPHONE LINES	160259418	37.760977839555	-122.419981097029	2016-03-29T16:00:00Z	NONE
NON-CRIMINAL	Monday	LOST PROPERTY	160259424	37.7869088658022	-122.422540554174	2016-03-28T20:40:00Z	NONE
LARCENY/THEFT	Tuesday	PETTY THEFT SHOPLIFTING	160259430	37.7852686309087	-122.403070000847	2016-03-29T18:51:00Z	ARREST, BOOKED
FRAUD	Tuesday	FALSE ID TO PEACE OFFICER	160259430	37.7852686309087	-122.403070000847	2016-03-29T18:51:00Z	ARREST, BOOKED
OTHER OFFENSES	Tuesday	POSSESSION OF BURGLARY TOOLS	160259430	37.7852686309087	-122.403070000847	2016-03-29T18:51:00Z	ARREST, BOOKED
WARRANTS	Tuesday	WARRANT ARREST	160259430	37.7852686309087	-122.403070000847	2016-03-29T18:51:00Z	ARREST, BOOKED
BURGLARY	Tuesday	BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY	160259446	37.7651269832499	-122.407406866036	2016-03-29T16:00:00Z	NONE
OTHER OFFENSES	Tuesday	POSSESSION OF BURGLARY TOOLS	160259452	37.7549540482182	-122.413147019892	2016-03-29T20:55:00Z	ARREST, BOOKED
TRESPASS	Tuesday	TRESPASSING	160259452	37.7549540482182	-122.413147019892	2016-03-29T20:55:00Z	ARREST, BOOKED
VEHICLE THEFT	Tuesday	STOLEN AND RECOVERED VEHICLE	160259468	37.7635550782908	-122.390687746808	2016-03-29T21:44:00Z	NONE
VEHICLE THEFT	Tuesday	STOLEN MOTORCYCLE	160259468	37.7635550782908	-122.390687746808	2016-03-29T21:44:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT FROM LOCKED AUTO	160259474	37.769247063207	-122.426955631709	2016-03-28T17:20:00Z	NONE
VEHICLE THEFT	Saturday	STOLEN MISCELLANEOUS VEHICLE	160259480	37.7399199310796	-122.401046734633	2016-03-27T01:00:00Z	NONE
VEHICLE THEFT	Friday	STOLEN AUTOMOBILE	160259496	37.7479341404582	-122.492154689334	2016-03-26T01:00:00Z	NONE
VANDALISM	Tuesday	MALICIOUS MISCHIEF, VANDALISM	160259515	37.7288786692236	-122.388462419597	2016-03-29T18:00:00Z	NONE
ROBBERY	Tuesday	ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM	160259521	37.7877867423496	-122.403070886779	2016-03-29T21:47:00Z	NONE
ASSAULT	Tuesday	THREATS AGAINST LIFE	160259521	37.7877867423496	-122.403070886779	2016-03-29T21:47:00Z	NONE
SEX OFFENSES, FORCIBLE	Thursday	SEXUAL BATTERY	160259537	37.7769779778463	-122.455961131055	2016-03-25T06:30:00Z	NONE
OTHER OFFENSES	Tuesday	INCIDENT ON SCHOOL GROUNDS	160259559	37.7517606134232	-122.404728798761	2016-03-29T17:30:00Z	NONE
SUSPICIOUS OCC	Tuesday	SUSPICIOUS OCCURRENCE	160259559	37.7517606134232	-122.404728798761	2016-03-29T17:30:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160259565	37.7827931071006	-122.414056291891	2016-03-29T20:00:00Z	NONE
NON-CRIMINAL	Tuesday	AIDED CASE, MENTAL DISTURBED	160259606	37.7460301008456	-122.442195165607	2016-03-29T21:30:00Z	ARREST, BOOKED
ASSAULT	Tuesday	ATTEMPTED SIMPLE ASSAULT	160259634	37.7580957160416	-122.421301773834	2016-03-29T22:33:00Z	UNFOUNDED
SUSPICIOUS OCC	Tuesday	INVESTIGATIVE DETENTION	160259634	37.7580957160416	-122.421301773834	2016-03-29T22:33:00Z	UNFOUNDED
LARCENY/THEFT	Monday	ATTEMPTED THEFT FROM LOCKED VEHICLE	160259640	37.7845681170336	-122.431206932079	2016-03-28T22:00:00Z	NONE
BURGLARY	Tuesday	BURGLARY OF STORE, UNLAWFUL ENTRY	160259656	37.7883276338255	-122.446305709297	2016-03-29T21:10:00Z	NONE
NON-CRIMINAL	Tuesday	AIDED CASE, MENTAL DISTURBED	160259662	37.7895952774322	-122.417044292614	2016-03-29T20:44:00Z	NONE
OTHER OFFENSES	Tuesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160259678	37.7823710354886	-122.448043124454	2016-03-29T23:19:00Z	ARREST, BOOKED
MISSING PERSON	Tuesday	FOUND PERSON	160259684	37.7996199689993	-122.436863337604	2016-03-29T21:33:00Z	NONE
FRAUD	Saturday	TRICK AND DEVICE, ATTEMPTED	160259690	37.7777427514236	-122.439222900635	2016-03-26T20:00:00Z	NONE
ASSAULT	Tuesday	BATTERY	160259703	37.7937899670889	-122.395630116231	2016-03-29T21:20:00Z	NONE
VANDALISM	Tuesday	MALICIOUS MISCHIEF, VANDALISM	160259725	37.7834687204586	-122.412573643201	2016-03-29T22:59:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160259747	37.801268383944	-122.417800615246	2016-03-29T22:00:00Z	NONE
STOLEN PROPERTY	Tuesday	STOLEN ELECTRONICS, POSSESSION	160259753	37.775766337636	-122.402771389219	2016-03-29T17:40:00Z	ARREST, BOOKED
OTHER OFFENSES	Tuesday	PROBATION VIOLATION	160259753	37.775766337636	-122.402771389219	2016-03-29T17:40:00Z	ARREST, BOOKED
ROBBERY	Tuesday	ROBBERY,  ATM, FORCE, ATT.	160259769	37.7530267515876	-122.41844919178	2016-03-29T22:50:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160259775	37.7622819837602	-122.506058266169	2016-03-29T20:15:00Z	NONE
LARCENY/THEFT	Tuesday	PETTY THEFT FROM A BUILDING	160259800	37.7870966495663	-122.41072162587	2016-03-29T22:45:00Z	NONE
BURGLARY	Tuesday	BURGLARY OF RESIDENCE, UNLAWFUL ENTRY	160259816	37.7763848629372	-122.461730451945	2016-03-29T09:00:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT FROM LOCKED AUTO	160259838	37.7888379056123	-122.389432577161	2016-03-27T02:30:00Z	NONE
MISSING PERSON	Tuesday	MISSING ADULT	160259844	37.7108945814914	-122.420556751442	2016-03-29T21:00:00Z	NONE
ASSAULT	Tuesday	BATTERY	160259850	37.7900934803531	-122.416386784625	2016-03-30T00:55:00Z	NONE
ROBBERY	Tuesday	ROBBERY, ARMED WITH A GUN	160259866	37.7857382950322	-122.413820070176	2016-03-29T15:50:00Z	NONE
OTHER OFFENSES	Tuesday	STAY AWAY ORDER VIOLATION, DV RELATED	160259872	37.7642527968561	-122.482478192907	2016-03-29T23:35:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160259888	37.8076387530515	-122.413178958845	2016-03-29T20:30:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	160259894	37.7999319386215	-122.439368478152	2016-03-29T19:45:00Z	NONE
NON-CRIMINAL	Wednesday	DEATH REPORT, CAUSE UNKNOWN	160259907	37.7463080639539	-122.507497565388	2016-03-23T19:00:00Z	NONE
WARRANTS	Tuesday	WARRANT ARREST	160259913	37.7700540212914	-122.450242113384	2016-03-29T23:52:00Z	ARREST, BOOKED
ASSAULT	Tuesday	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP	160259929	37.7372605984107	-122.409793435492	2016-03-23T03:30:00Z	NONE
ASSAULT	Tuesday	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)	160259929	37.7372605984107	-122.409793435492	2016-03-23T03:30:00Z	NONE
WEAPON LAWS	Tuesday	EXHIBITING DEADLY WEAPON IN A THREATING MANNER	160259935	37.7838427739256	-122.422767363844	2016-03-29T21:39:00Z	NONE
TRESPASS	Tuesday	TRESPASSING	160259935	37.7838427739256	-122.422767363844	2016-03-29T21:39:00Z	NONE
NON-CRIMINAL	Tuesday	FOUND PROPERTY	160259935	37.7838427739256	-122.422767363844	2016-03-29T21:39:00Z	NONE
OTHER OFFENSES	Tuesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160259941	37.7852901068336	-122.39099120026	2016-03-30T00:10:00Z	ARREST, BOOKED
OTHER OFFENSES	Tuesday	TOBACCO PRODUCTS, SELLING OR FURNISHING TO MINOR	160259957	37.7296428113142	-122.392358613173	2016-03-30T00:20:00Z	ARREST, BOOKED
WARRANTS	Tuesday	ENROUTE TO OUTSIDE JURISDICTION	160260766	37.7856297942374	-122.413798415869	2016-03-30T04:10:00Z	ARREST, BOOKED
BURGLARY	Tuesday	BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY	160259979	37.7674625261825	-122.419832890144	2016-03-29T23:45:00Z	NONE
SUSPICIOUS OCC	Tuesday	SUSPICIOUS OCCURRENCE	160259985	37.7717157193406	-122.423619488896	2016-03-29T23:15:00Z	NONE
ASSAULT	Tuesday	BATTERY	160260001	37.724532960995	-122.459212410375	2016-03-30T00:05:00Z	ARREST, BOOKED
VANDALISM	Tuesday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160260001	37.724532960995	-122.459212410375	2016-03-30T00:05:00Z	ARREST, BOOKED
BURGLARY	Tuesday	BURGLARY OF FLAT, ATTEMPTED FORCIBLE ENTRY	160260017	37.7477027554333	-122.475834051706	2016-03-30T00:11:00Z	NONE
